Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 879 0.0000 0.4698 0.0000 0.0001 0.0000
1 879 0.0060 0.4850 0.0015 0.0294 0.0057
2 879 0.0000 0.0000 0.0000 0.0000 0.0000
0 880 0.0010 0.4746 0.0002 0.0132 0.0005
1 880 0.0000 0.4446 0.0000 0.0001 0.0000
2 880 0.0000 0.0000 0.0000 0.0000 0.0000
0 881 0.0000 0.0000 0.0000 0.0000 0.0000
1 881 0.0000 0.0000 0.0000 0.0000 0.0000
2 881 0.0000 0.0000 0.0000 0.0000 0.0000
0 882 0.0000 0.4733 0.0000 0.0029 0.0000
1 882 0.0000 0.4516 0.0000 0.0000 0.0000
2 882 0.0000 0.0000 0.0000 0.0000 0.0000
0 883 0.0000 0.4549 0.0001 0.0057 0.0001
1 883 0.0000 0.4568 0.0002 0.0077 0.0002
2 883 0.0000 0.0000 0.0000 0.0000 0.0000
