Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1159 0.0000 0.0000 0.0000 0.0000 0.0000
1 1159 0.0000 0.0000 0.0000 0.0000 0.0000
2 1159 0.0000 0.3394 0.0000 0.0000 0.0000
0 1160 0.0000 0.0000 0.0000 0.0000 0.0000
1 1160 0.0000 0.0000 0.0000 0.0000 0.0000
2 1160 0.0000 0.4219 0.0000 0.0000 0.0000
0 1161 0.0000 0.0000 0.0000 0.0000 0.0000
1 1161 0.0000 0.0000 0.0000 0.0000 0.0000
2 1161 0.0000 0.4145 0.0000 0.0000 0.0000
0 1162 0.0000 0.0000 0.0000 0.0000 0.0000
1 1162 0.0000 0.0000 0.0000 0.0000 0.0000
2 1162 0.0000 0.3492 0.0000 0.0000 0.0000
0 1163 0.0000 0.0000 0.0000 0.0000 0.0000
1 1163 0.0000 0.0000 0.0000 0.0000 0.0000
2 1163 0.0000 0.3819 0.0000 0.0000 0.0000
