Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 939 0.0000 0.4688 0.0000 0.0000 0.0000
1 939 0.0000 0.4669 0.0000 0.0002 0.0000
2 939 0.0000 0.0000 0.0000 0.0000 0.0000
0 940 0.0000 0.3793 0.0000 0.0000 0.0000
1 940 0.0000 0.3876 0.0000 0.0000 0.0000
2 940 0.0000 0.0000 0.0000 0.0000 0.0000
0 941 0.0000 0.4015 0.0000 0.0000 0.0000
1 941 0.0000 0.3962 0.0000 0.0000 0.0000
2 941 0.0000 0.0000 0.0000 0.0000 0.0000
0 942 0.0000 0.4737 0.0002 0.0101 0.0009
1 942 0.0000 0.4433 0.0000 0.0000 0.0000
2 942 0.8130 0.5129 0.7643 0.7986 0.0875
0 943 0.0000 0.4262 0.0000 0.0000 0.0000
1 943 0.0000 0.4120 0.0000 0.0000 0.0000
2 943 0.0000 0.0000 0.0000 0.0000 0.0000
