Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 834 0.0000 0.4512 0.0000 0.0034 0.0000
1 834 0.0000 0.4538 0.0001 0.0086 0.0001
2 834 0.0000 0.0000 0.0000 0.0000 0.0000
0 835 0.9940 0.5428 0.9853 0.9657 0.0082
1 835 0.9730 0.5354 0.9626 0.9388 0.0181
2 835 0.0000 0.0000 0.0000 0.0000 0.0000
0 836 0.1790 0.4905 0.1386 0.2162 0.0765
1 836 0.0120 0.4749 0.0053 0.0301 0.0059
2 836 0.0000 0.0000 0.0000 0.0000 0.0000
0 837 0.0000 0.4255 0.0000 0.0000 0.0000
1 837 0.0000 0.4136 0.0000 0.0000 0.0000
2 837 0.0000 0.0000 0.0000 0.0000 0.0000
0 838 0.0000 0.4287 0.0000 0.0001 0.0000
1 838 0.0000 0.4039 0.0000 0.0000 0.0000
2 838 0.0000 0.0000 0.0000 0.0000 0.0000
