Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1119 0.0000 0.0000 0.0000 0.0000 0.0000
1 1119 0.0000 0.0000 0.0000 0.0000 0.0000
2 1119 0.0020 0.4795 0.0002 0.0092 0.0005
0 1120 0.0000 0.0000 0.0000 0.0000 0.0000
1 1120 0.0000 0.0000 0.0000 0.0000 0.0000
2 1120 0.0000 0.3944 0.0000 0.0000 0.0000
0 1121 0.0000 0.0000 0.0000 0.0000 0.0000
1 1121 0.0000 0.0000 0.0000 0.0000 0.0000
2 1121 0.0040 0.4766 0.0014 0.0182 0.0030
0 1122 0.0000 0.0000 0.0000 0.0000 0.0000
1 1122 0.0000 0.0000 0.0000 0.0000 0.0000
2 1122 0.0040 0.4627 0.0019 0.0150 0.0021
0 1123 0.0000 0.0000 0.0000 0.0000 0.0000
1 1123 0.0000 0.0000 0.0000 0.0000 0.0000
2 1123 0.0000 0.4564 0.0000 0.0023 0.0000
