Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1089 0.0000 0.0000 0.0000 0.0000 0.0000
1 1089 0.0000 0.0000 0.0000 0.0000 0.0000
2 1089 0.0000 0.4158 0.0000 0.0000 0.0000
0 1090 0.0000 0.0000 0.0000 0.0000 0.0000
1 1090 0.0000 0.0000 0.0000 0.0000 0.0000
2 1090 0.0000 0.3855 0.0000 0.0000 0.0000
0 1091 0.0000 0.0000 0.0000 0.0000 0.0000
1 1091 0.0000 0.0000 0.0000 0.0000 0.0000
2 1091 0.8350 0.5087 0.7721 0.7842 0.1484
0 1092 0.0000 0.0000 0.0000 0.0000 0.0000
1 1092 0.0000 0.0000 0.0000 0.0000 0.0000
2 1092 0.0000 0.3855 0.0000 0.0000 0.0000
0 1093 0.0000 0.0000 0.0000 0.0000 0.0000
1 1093 0.0000 0.0000 0.0000 0.0000 0.0000
2 1093 0.0000 0.4485 0.0000 0.0000 0.0000
