Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1104 0.0000 0.0000 0.0000 0.0000 0.0000
1 1104 0.0000 0.0000 0.0000 0.0000 0.0000
2 1104 0.0030 0.4523 0.0016 0.0129 0.0022
0 1105 0.0000 0.0000 0.0000 0.0000 0.0000
1 1105 0.0000 0.0000 0.0000 0.0000 0.0000
2 1105 0.0180 0.4876 0.0074 0.0609 0.0148
0 1106 0.0000 0.0000 0.0000 0.0000 0.0000
1 1106 0.0000 0.0000 0.0000 0.0000 0.0000
2 1106 0.0060 0.4585 0.0057 0.0282 0.0032
0 1107 0.0000 0.0000 0.0000 0.0000 0.0000
1 1107 0.0000 0.0000 0.0000 0.0000 0.0000
2 1107 0.0120 0.4891 0.0032 0.0445 0.0109
0 1108 0.0000 0.0000 0.0000 0.0000 0.0000
1 1108 0.0000 0.0000 0.0000 0.0000 0.0000
2 1108 0.2250 0.4927 0.1974 0.2706 0.0885
