Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1179 0.0000 0.0000 0.0000 0.0000 0.0000
1 1179 0.0000 0.0000 0.0000 0.0000 0.0000
2 1179 0.0000 0.4353 0.0000 0.0000 0.0000
0 1180 0.0000 0.0000 0.0000 0.0000 0.0000
1 1180 0.0000 0.0000 0.0000 0.0000 0.0000
2 1180 0.0000 0.3755 0.0000 0.0000 0.0000
0 1181 0.0000 0.0000 0.0000 0.0000 0.0000
1 1181 0.0000 0.0000 0.0000 0.0000 0.0000
2 1181 0.0790 0.4819 0.0428 0.0685 0.0301
0 1182 0.0000 0.0000 0.0000 0.0000 0.0000
1 1182 0.0000 0.0000 0.0000 0.0000 0.0000
2 1182 0.0000 0.4545 0.0000 0.0003 0.0001
0 1183 0.0000 0.0000 0.0000 0.0000 0.0000
1 1183 0.0000 0.0000 0.0000 0.0000 0.0000
2 1183 0.1440 0.4895 0.1109 0.1509 0.0617
