Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1099 0.0000 0.0000 0.0000 0.0000 0.0000
1 1099 0.0000 0.0000 0.0000 0.0000 0.0000
2 1099 0.0000 0.3962 0.0000 0.0000 0.0000
0 1100 0.0000 0.0000 0.0000 0.0000 0.0000
1 1100 0.0000 0.0000 0.0000 0.0000 0.0000
2 1100 0.0000 0.4352 0.0000 0.0006 0.0000
0 1101 0.0000 0.0000 0.0000 0.0000 0.0000
1 1101 0.0000 0.0000 0.0000 0.0000 0.0000
2 1101 0.0210 0.4859 0.0084 0.0507 0.0167
0 1102 0.0000 0.0000 0.0000 0.0000 0.0000
1 1102 0.0000 0.0000 0.0000 0.0000 0.0000
2 1102 0.0070 0.4589 0.0061 0.0294 0.0043
0 1103 0.0000 0.0000 0.0000 0.0000 0.0000
1 1103 0.0000 0.0000 0.0000 0.0000 0.0000
2 1103 0.1280 0.4940 0.0892 0.2099 0.0981
