Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 844 0.0030 0.4831 0.0006 0.0212 0.0041
1 844 0.0000 0.4656 0.0000 0.0008 0.0000
2 844 0.0000 0.0000 0.0000 0.0000 0.0000
0 845 0.0230 0.4845 0.0129 0.0773 0.0191
1 845 0.0000 0.4448 0.0000 0.0000 0.0000
2 845 0.0000 0.0000 0.0000 0.0000 0.0000
0 846 0.0030 0.4788 0.0013 0.0287 0.0037
1 846 0.0000 0.4142 0.0000 0.0000 0.0000
2 846 0.0000 0.0000 0.0000 0.0000 0.0000
0 847 0.0020 0.4714 0.0007 0.0232 0.0013
1 847 0.2830 0.4958 0.2169 0.3230 0.1221
2 847 0.0000 0.0000 0.0000 0.0000 0.0000
0 848 0.0000 0.4480 0.0000 0.0022 0.0000
1 848 0.0020 0.4633 0.0009 0.0220 0.0011
2 848 0.0000 0.0000 0.0000 0.0000 0.0000
