Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1124 0.0000 0.0000 0.0000 0.0000 0.0000
1 1124 0.0000 0.0000 0.0000 0.0000 0.0000
2 1124 0.0000 0.0000 0.0000 0.0000 0.0000
0 1125 0.0000 0.0000 0.0000 0.0000 0.0000
1 1125 0.0000 0.0000 0.0000 0.0000 0.0000
2 1125 0.0000 0.3720 0.0000 0.0000 0.0000
0 1126 0.0000 0.0000 0.0000 0.0000 0.0000
1 1126 0.0000 0.0000 0.0000 0.0000 0.0000
2 1126 0.0000 0.4508 0.0000 0.0000 0.0000
0 1127 0.0000 0.0000 0.0000 0.0000 0.0000
1 1127 0.0000 0.0000 0.0000 0.0000 0.0000
2 1127 0.0000 0.4435 0.0000 0.0000 0.0000
0 1128 0.0000 0.0000 0.0000 0.0000 0.0000
1 1128 0.0000 0.0000 0.0000 0.0000 0.0000
2 1128 0.9460 0.5245 0.9213 0.8803 0.0352
