Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 949 0.6200 0.5026 0.4863 0.5658 0.2687
1 949 0.0410 0.4882 0.0256 0.1074 0.0297
2 949 0.0000 0.0000 0.0000 0.0000 0.0000
0 950 0.0000 0.3931 0.0000 0.0000 0.0000
1 950 0.0000 0.3735 0.0000 0.0000 0.0000
2 950 0.0000 0.0000 0.0000 0.0000 0.0000
0 951 0.0000 0.0000 0.0000 0.0000 0.0000
1 951 0.0000 0.0317 0.0000 0.0000 0.0000
2 951 0.0000 0.0000 0.0000 0.0000 0.0000
0 952 0.0000 0.4724 0.0000 0.0041 0.0003
1 952 0.0000 0.4618 0.0000 0.0003 0.0001
2 952 0.0000 0.4544 0.0000 0.0000 0.0000
0 953 0.0000 0.4073 0.0000 0.0000 0.0000
1 953 0.0000 0.4079 0.0000 0.0000 0.0000
2 953 0.0000 0.0000 0.0000 0.0000 0.0000
