Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 839 0.0000 0.0000 0.0000 0.0000 0.0000
1 839 0.0000 0.0000 0.0000 0.0000 0.0000
2 839 0.0000 0.0000 0.0000 0.0000 0.0000
0 840 0.0000 0.4463 0.0000 0.0000 0.0000
1 840 0.0000 0.4260 0.0000 0.0000 0.0000
2 840 0.0000 0.0000 0.0000 0.0000 0.0000
0 841 0.0060 0.4593 0.0024 0.0183 0.0022
1 841 0.8990 0.5216 0.8607 0.8294 0.0468
2 841 0.0000 0.0000 0.0000 0.0000 0.0000
0 842 0.1000 0.4885 0.0683 0.1480 0.0577
1 842 0.0020 0.4693 0.0005 0.0109 0.0008
2 842 0.0000 0.0000 0.0000 0.0000 0.0000
0 843 0.0010 0.4584 0.0009 0.0107 0.0012
1 843 0.0000 0.4315 0.0000 0.0002 0.0000
2 843 0.0000 0.0000 0.0000 0.0000 0.0000
