Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1149 0.0000 0.0000 0.0000 0.0000 0.0000
1 1149 0.0000 0.0000 0.0000 0.0000 0.0000
2 1149 0.0000 0.4663 0.0000 0.0000 0.0000
0 1150 0.0000 0.0000 0.0000 0.0000 0.0000
1 1150 0.0000 0.0000 0.0000 0.0000 0.0000
2 1150 0.0320 0.4489 0.0234 0.0480 0.0062
0 1151 0.0000 0.0000 0.0000 0.0000 0.0000
1 1151 0.0000 0.0000 0.0000 0.0000 0.0000
2 1151 0.0850 0.4887 0.0502 0.1169 0.0475
0 1152 0.0000 0.0000 0.0000 0.0000 0.0000
1 1152 0.0000 0.0000 0.0000 0.0000 0.0000
2 1152 0.2270 0.4886 0.1876 0.2462 0.0660
0 1153 0.0000 0.0000 0.0000 0.0000 0.0000
1 1153 0.0000 0.0000 0.0000 0.0000 0.0000
2 1153 0.0000 0.3852 0.0000 0.0000 0.0000
