Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 804 0.0000 0.3956 0.0000 0.0000 0.0000
1 804 0.0000 0.3412 0.0000 0.0000 0.0000
2 804 0.0000 0.0000 0.0000 0.0000 0.0000
0 805 0.0000 0.4045 0.0000 0.0000 0.0000
1 805 0.0000 0.3781 0.0000 0.0000 0.0000
2 805 0.0000 0.0000 0.0000 0.0000 0.0000
0 806 0.0030 0.4673 0.0002 0.0020 0.0010
1 806 0.0000 0.4542 0.0000 0.0000 0.0003
2 806 0.0000 0.0000 0.0000 0.0000 0.0000
0 807 0.0000 0.3943 0.0000 0.0000 0.0000
1 807 0.0000 0.3213 0.0000 0.0000 0.0000
2 807 0.0000 0.0000 0.0000 0.0000 0.0000
0 808 0.0000 0.3914 0.0000 0.0000 0.0000
1 808 0.0000 0.3622 0.0000 0.0000 0.0000
2 808 0.0000 0.0000 0.0000 0.0000 0.0000
