Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 789 0.0000 0.4228 0.0000 0.0000 0.0000
1 789 0.0000 0.3660 0.0000 0.0000 0.0000
2 789 0.0000 0.0000 0.0000 0.0000 0.0000
0 790 0.0000 0.2092 0.0000 0.0000 0.0000
1 790 0.0000 0.2089 0.0000 0.0000 0.0000
2 790 0.0000 0.0000 0.0000 0.0000 0.0000
0 791 0.0210 0.4669 0.0075 0.0173 0.0078
1 791 0.0780 0.4784 0.0557 0.0782 0.0293
2 791 0.0000 0.0000 0.0000 0.0000 0.0000
0 792 0.0000 0.3927 0.0000 0.0000 0.0000
1 792 0.0000 0.4150 0.0000 0.0000 0.0000
2 792 0.0000 0.0000 0.0000 0.0000 0.0000
0 793 0.0000 0.3670 0.0000 0.0000 0.0000
1 793 0.0000 0.3319 0.0000 0.0000 0.0000
2 793 0.0000 0.0000 0.0000 0.0000 0.0000
