Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1114 0.0000 0.0000 0.0000 0.0000 0.0000
1 1114 0.0000 0.0000 0.0000 0.0000 0.0000
2 1114 0.0000 0.3965 0.0000 0.0000 0.0000
0 1115 0.0000 0.0000 0.0000 0.0000 0.0000
1 1115 0.0000 0.0000 0.0000 0.0000 0.0000
2 1115 0.0000 0.4143 0.0000 0.0000 0.0000
0 1116 0.0000 0.0000 0.0000 0.0000 0.0000
1 1116 0.0000 0.0000 0.0000 0.0000 0.0000
2 1116 0.1520 0.4925 0.1031 0.2283 0.0840
0 1117 0.0000 0.0000 0.0000 0.0000 0.0000
1 1117 0.0000 0.0000 0.0000 0.0000 0.0000
2 1117 0.0000 0.4565 0.0000 0.0000 0.0000
0 1118 0.0000 0.0000 0.0000 0.0000 0.0000
1 1118 0.0000 0.0000 0.0000 0.0000 0.0000
2 1118 0.0000 0.4763 0.0007 0.0221 0.0013
