Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 919 0.0000 0.4490 0.0000 0.0009 0.0000
1 919 0.1050 0.4830 0.0674 0.1552 0.0335
2 919 0.0000 0.0000 0.0000 0.0000 0.0000
0 920 0.0000 0.4617 0.0000 0.0014 0.0000
1 920 0.0000 0.4411 0.0000 0.0000 0.0000
2 920 0.0000 0.0000 0.0000 0.0000 0.0000
0 921 0.0010 0.4594 0.0000 0.0047 0.0001
1 921 0.0000 0.4289 0.0000 0.0000 0.0000
2 921 0.0000 0.2822 0.0000 0.0000 0.0000
0 922 0.0090 0.4782 0.0038 0.0477 0.0050
1 922 0.0000 0.4269 0.0000 0.0000 0.0000
2 922 0.0000 0.0000 0.0000 0.0000 0.0000
0 923 0.0000 0.4518 0.0000 0.0006 0.0000
1 923 0.0000 0.4386 0.0000 0.0000 0.0000
2 923 0.0000 0.0000 0.0000 0.0000 0.0000
