Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1154 0.0000 0.0000 0.0000 0.0000 0.0000
1 1154 0.0000 0.0000 0.0000 0.0000 0.0000
2 1154 0.0000 0.4626 0.0000 0.0000 0.0000
0 1155 0.0000 0.0000 0.0000 0.0000 0.0000
1 1155 0.0000 0.0000 0.0000 0.0000 0.0000
2 1155 0.0000 0.4071 0.0000 0.0000 0.0000
0 1156 0.0000 0.0000 0.0000 0.0000 0.0000
1 1156 0.0000 0.0000 0.0000 0.0000 0.0000
2 1156 0.0000 0.3928 0.0000 0.0000 0.0000
0 1157 0.0000 0.0000 0.0000 0.0000 0.0000
1 1157 0.0000 0.0000 0.0000 0.0000 0.0000
2 1157 0.0000 0.4649 0.0001 0.0009 0.0003
0 1158 0.0000 0.0000 0.0000 0.0000 0.0000
1 1158 0.0000 0.0000 0.0000 0.0000 0.0000
2 1158 0.0000 0.4180 0.0000 0.0000 0.0000
