Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1169 0.0000 0.0000 0.0000 0.0000 0.0000
1 1169 0.0000 0.0000 0.0000 0.0000 0.0000
2 1169 0.0070 0.4662 0.0029 0.0087 0.0032
0 1170 0.0000 0.0000 0.0000 0.0000 0.0000
1 1170 0.0000 0.0000 0.0000 0.0000 0.0000
2 1170 0.0000 0.3975 0.0000 0.0000 0.0000
0 1171 0.0000 0.0000 0.0000 0.0000 0.0000
1 1171 0.0000 0.0000 0.0000 0.0000 0.0000
2 1171 0.0000 0.4282 0.0000 0.0000 0.0000
0 1172 0.0000 0.0000 0.0000 0.0000 0.0000
1 1172 0.0000 0.0000 0.0000 0.0000 0.0000
2 1172 0.9630 0.5269 0.9469 0.9669 0.0280
0 1173 0.0000 0.0000 0.0000 0.0000 0.0000
1 1173 0.0000 0.0000 0.0000 0.0000 0.0000
2 1173 0.0000 0.2313 0.0000 0.0000 0.0000
