Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 894 0.0000 0.4233 0.0000 0.0000 0.0000
1 894 0.0000 0.4134 0.0000 0.0000 0.0000
2 894 0.0000 0.0000 0.0000 0.0000 0.0000
0 895 0.0000 0.4253 0.0000 0.0000 0.0000
1 895 0.0000 0.4319 0.0000 0.0003 0.0000
2 895 0.0000 0.0000 0.0000 0.0000 0.0000
0 896 0.0000 0.4530 0.0000 0.0001 0.0000
1 896 0.0000 0.4659 0.0000 0.0005 0.0000
2 896 0.0000 0.0000 0.0000 0.0000 0.0000
0 897 0.0000 0.4301 0.0000 0.0000 0.0000
1 897 0.0000 0.4515 0.0000 0.0000 0.0000
2 897 0.0000 0.0000 0.0000 0.0000 0.0000
0 898 0.0020 0.4818 0.0002 0.0127 0.0014
1 898 0.0000 0.4633 0.0000 0.0022 0.0000
2 898 0.0000 0.0000 0.0000 0.0000 0.0000
