Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1054 0.1930 0.4871 0.1777 0.2092 0.0633
1 1054 0.1970 0.4849 0.1686 0.1943 0.0481
2 1054 0.0000 0.0000 0.0000 0.0000 0.0000
0 1055 0.0000 0.4149 0.0000 0.0000 0.0000
1 1055 0.0000 0.3141 0.0000 0.0000 0.0000
2 1055 0.0000 0.3906 0.0000 0.0000 0.0000
0 1056 0.0000 0.3202 0.0000 0.0000 0.0000
1 1056 0.0000 0.4083 0.0000 0.0000 0.0000
2 1056 0.0000 0.4210 0.0000 0.0000 0.0000
0 1057 0.0000 0.2263 0.0000 0.0000 0.0000
1 1057 0.0000 0.1568 0.0000 0.0000 0.0000
2 1057 0.0000 0.0000 0.0000 0.0000 0.0000
0 1058 0.0000 0.4098 0.0002 0.0007 0.0001
1 1058 0.0000 0.3397 0.0000 0.0000 0.0000
2 1058 0.0000 0.0000 0.0000 0.0000 0.0000
