Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1074 0.0000 0.0000 0.0000 0.0000 0.0000
1 1074 0.0000 0.0000 0.0000 0.0000 0.0000
2 1074 0.0000 0.4048 0.0000 0.0000 0.0000
0 1075 0.0000 0.0000 0.0000 0.0000 0.0000
1 1075 0.0000 0.0000 0.0000 0.0000 0.0000
2 1075 0.0010 0.4734 0.0004 0.0181 0.0013
0 1076 0.0000 0.0000 0.0000 0.0000 0.0000
1 1076 0.0000 0.0000 0.0000 0.0000 0.0000
2 1076 0.0000 0.3796 0.0000 0.0000 0.0000
0 1077 0.0000 0.0000 0.0000 0.0000 0.0000
1 1077 0.0000 0.0000 0.0000 0.0000 0.0000
2 1077 0.0000 0.4615 0.0001 0.0088 0.0004
0 1078 0.0000 0.0000 0.0000 0.0000 0.0000
1 1078 0.0000 0.0000 0.0000 0.0000 0.0000
2 1078 0.0120 0.4648 0.0062 0.0414 0.0048
