Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 784 0.0020 0.4625 0.0001 0.0011 0.0009
1 784 0.0000 0.4421 0.0000 0.0000 0.0000
2 784 0.0000 0.0000 0.0000 0.0000 0.0000
0 785 0.0000 0.3277 0.0000 0.0000 0.0000
1 785 0.0000 0.2261 0.0000 0.0000 0.0000
2 785 0.0000 0.0000 0.0000 0.0000 0.0000
0 786 0.1250 0.4853 0.0908 0.1252 0.0452
1 786 0.1800 0.4882 0.1473 0.1806 0.0553
2 786 0.0000 0.0000 0.0000 0.0000 0.0000
0 787 0.0000 0.4357 0.0000 0.0001 0.0000
1 787 0.1400 0.4852 0.1259 0.1554 0.0475
2 787 0.0000 0.0000 0.0000 0.0000 0.0000
0 788 0.0000 0.4186 0.0000 0.0000 0.0000
1 788 0.0000 0.3715 0.0000 0.0000 0.0000
2 788 0.0000 0.0000 0.0000 0.0000 0.0000
