Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1189 0.0000 0.0000 0.0000 0.0000 0.0000
1 1189 0.0000 0.0000 0.0000 0.0000 0.0000
2 1189 0.5660 0.5027 0.5017 0.5418 0.1262
0 1190 0.0000 0.0000 0.0000 0.0000 0.0000
1 1190 0.0000 0.0000 0.0000 0.0000 0.0000
2 1190 0.2070 0.4908 0.1557 0.1960 0.0689
0 1191 0.0000 0.0000 0.0000 0.0000 0.0000
1 1191 0.0000 0.0000 0.0000 0.0000 0.0000
2 1191 0.0050 0.4691 0.0024 0.0083 0.0053
0 1192 0.0000 0.0000 0.0000 0.0000 0.0000
1 1192 0.0000 0.0000 0.0000 0.0000 0.0000
2 1192 0.0380 0.4804 0.0171 0.0363 0.0165
0 1193 0.0000 0.0000 0.0000 0.0000 0.0000
1 1193 0.0000 0.0000 0.0000 0.0000 0.0000
2 1193 0.0370 0.4813 0.0229 0.0446 0.0216
