Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1109 0.0000 0.0000 0.0000 0.0000 0.0000
1 1109 0.0000 0.0000 0.0000 0.0000 0.0000
2 1109 0.0000 0.0000 0.0000 0.0000 0.0000
0 1110 0.0000 0.0000 0.0000 0.0000 0.0000
1 1110 0.0000 0.0000 0.0000 0.0000 0.0000
2 1110 0.0000 0.4686 0.0000 0.0002 0.0000
0 1111 0.0000 0.0000 0.0000 0.0000 0.0000
1 1111 0.0000 0.0000 0.0000 0.0000 0.0000
2 1111 0.0000 0.4344 0.0000 0.0001 0.0000
0 1112 0.0000 0.0000 0.0000 0.0000 0.0000
1 1112 0.0000 0.0000 0.0000 0.0000 0.0000
2 1112 0.0000 0.4690 0.0000 0.0006 0.0000
0 1113 0.0000 0.0000 0.0000 0.0000 0.0000
1 1113 0.0000 0.0000 0.0000 0.0000 0.0000
2 1113 0.0010 0.4352 0.0000 0.0005 0.0000
