Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 794 0.0000 0.4363 0.0000 0.0000 0.0000
1 794 0.0340 0.4746 0.0178 0.0329 0.0116
2 794 0.0000 0.0000 0.0000 0.0000 0.0000
0 795 0.0000 0.4268 0.0000 0.0000 0.0000
1 795 0.0000 0.3900 0.0000 0.0000 0.0000
2 795 0.0000 0.0000 0.0000 0.0000 0.0000
0 796 0.0120 0.4707 0.0024 0.0093 0.0039
1 796 0.0260 0.4764 0.0110 0.0245 0.0119
2 796 0.0000 0.0000 0.0000 0.0000 0.0000
0 797 0.0150 0.4685 0.0065 0.0162 0.0056
1 797 0.0000 0.4540 0.0002 0.0013 0.0008
2 797 0.0000 0.0000 0.0000 0.0000 0.0000
0 798 0.0110 0.4667 0.0053 0.0137 0.0084
1 798 0.0010 0.4535 0.0002 0.0012 0.0006
2 798 0.0000 0.0000 0.0000 0.0000 0.0000
