Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1144 0.0000 0.0000 0.0000 0.0000 0.0000
1 1144 0.0000 0.0000 0.0000 0.0000 0.0000
2 1144 0.0000 0.4085 0.0000 0.0000 0.0000
0 1145 0.0000 0.0000 0.0000 0.0000 0.0000
1 1145 0.0000 0.0000 0.0000 0.0000 0.0000
2 1145 0.0000 0.4311 0.0000 0.0000 0.0000
0 1146 0.0000 0.0000 0.0000 0.0000 0.0000
1 1146 0.0000 0.0000 0.0000 0.0000 0.0000
2 1146 0.0020 0.4773 0.0010 0.0276 0.0022
0 1147 0.0000 0.0000 0.0000 0.0000 0.0000
1 1147 0.0000 0.0000 0.0000 0.0000 0.0000
2 1147 0.0000 0.3893 0.0000 0.0000 0.0000
0 1148 0.0000 0.0000 0.0000 0.0000 0.0000
1 1148 0.0000 0.0000 0.0000 0.0000 0.0000
2 1148 0.0000 0.4365 0.0000 0.0000 0.0000
