Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 914 0.0070 0.4760 0.0036 0.0446 0.0050
1 914 0.0000 0.4277 0.0000 0.0000 0.0000
2 914 0.0000 0.0000 0.0000 0.0000 0.0000
0 915 0.0000 0.4596 0.0000 0.0000 0.0000
1 915 0.0000 0.4255 0.0000 0.0000 0.0000
2 915 0.7560 0.5126 0.7367 0.7681 0.0832
0 916 0.0000 0.4524 0.0000 0.0000 0.0000
1 916 0.0000 0.4591 0.0000 0.0001 0.0000
2 916 0.0000 0.0000 0.0000 0.0000 0.0000
0 917 0.0000 0.4184 0.0000 0.0000 0.0000
1 917 0.0000 0.4281 0.0000 0.0000 0.0000
2 917 0.0000 0.0000 0.0000 0.0000 0.0000
0 918 0.0000 0.4566 0.0000 0.0000 0.0000
1 918 0.0000 0.4362 0.0000 0.0000 0.0000
2 918 0.0000 0.0000 0.0000 0.0000 0.0000
