Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 779 0.0320 0.4732 0.0126 0.0269 0.0135
1 779 0.0000 0.4548 0.0001 0.0009 0.0008
2 779 0.0000 0.0000 0.0000 0.0000 0.0000
0 780 0.0000 0.4382 0.0000 0.0000 0.0000
1 780 0.1540 0.4909 0.1421 0.1819 0.0710
2 780 0.0000 0.0000 0.0000 0.0000 0.0000
0 781 0.0000 0.4435 0.0000 0.0000 0.0000
1 781 0.1300 0.4875 0.0848 0.1193 0.0500
2 781 0.0000 0.0000 0.0000 0.0000 0.0000
0 782 0.0860 0.4843 0.0658 0.0980 0.0417
1 782 0.0080 0.4686 0.0022 0.0073 0.0040
2 782 0.0000 0.0000 0.0000 0.0000 0.0000
0 783 0.0000 0.3612 0.0000 0.0000 0.0000
1 783 0.0000 0.3566 0.0000 0.0000 0.0000
2 783 0.0000 0.0000 0.0000 0.0000 0.0000
