Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 819 0.0000 0.4208 0.0000 0.0000 0.0000
1 819 0.0000 0.4240 0.0000 0.0000 0.0000
2 819 0.0000 0.0000 0.0000 0.0000 0.0000
0 820 0.0000 0.3850 0.0000 0.0000 0.0000
1 820 0.0000 0.2537 0.0000 0.0000 0.0000
2 820 0.0000 0.0000 0.0000 0.0000 0.0000
0 821 0.4750 0.5005 0.3879 0.4644 0.1986
1 821 0.4050 0.4979 0.3283 0.3933 0.1282
2 821 0.0000 0.0000 0.0000 0.0000 0.0000
0 822 0.2500 0.4857 0.2216 0.2810 0.0555
1 822 0.0070 0.4466 0.0045 0.0212 0.0024
2 822 0.0000 0.0000 0.0000 0.0000 0.0000
0 823 0.3500 0.4929 0.3317 0.3788 0.0684
1 823 0.0460 0.4636 0.0462 0.0947 0.0141
2 823 0.0000 0.0000 0.0000 0.0000 0.0000
