Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 959 0.0000 0.4538 0.0000 0.0000 0.0000
1 959 0.0000 0.4399 0.0000 0.0000 0.0000
2 959 0.0000 0.0000 0.0000 0.0000 0.0000
0 960 0.0000 0.4677 0.0000 0.0012 0.0000
1 960 0.0000 0.4562 0.0000 0.0000 0.0000
2 960 0.0000 0.0000 0.0000 0.0000 0.0000
0 961 0.0000 0.3897 0.0000 0.0000 0.0000
1 961 0.0000 0.3723 0.0000 0.0000 0.0000
2 961 0.0000 0.3705 0.0000 0.0000 0.0000
0 962 0.0000 0.0000 0.0000 0.0000 0.0000
1 962 0.0000 0.0000 0.0000 0.0000 0.0000
2 962 0.0000 0.0000 0.0000 0.0000 0.0000
0 963 0.0000 0.4520 0.0000 0.0000 0.0000
1 963 0.0000 0.4482 0.0000 0.0000 0.0000
2 963 0.0000 0.0000 0.0000 0.0000 0.0000
