Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 774 0.1460 0.4871 0.1091 0.1455 0.0530
1 774 0.2030 0.4908 0.1767 0.2132 0.0683
2 774 0.0000 0.0000 0.0000 0.0000 0.0000
0 775 0.0140 0.4702 0.0103 0.0222 0.0099
1 775 0.2630 0.4924 0.2307 0.2656 0.0755
2 775 0.0000 0.0000 0.0000 0.0000 0.0000
0 776 0.0720 0.4825 0.0355 0.0626 0.0281
1 776 0.4280 0.4990 0.3823 0.4242 0.1130
2 776 0.0000 0.0000 0.0000 0.0000 0.0000
0 777 0.7360 0.5107 0.6998 0.7364 0.1029
1 777 0.2970 0.4929 0.2644 0.2967 0.0747
2 777 0.0000 0.0000 0.0000 0.0000 0.0000
0 778 0.3350 0.4958 0.3172 0.3554 0.0989
1 778 0.0110 0.4612 0.0021 0.0061 0.0022
2 778 0.0000 0.0000 0.0000 0.0000 0.0000
