Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 814 0.0000 0.4546 0.0000 0.0000 0.0000
1 814 0.0000 0.4607 0.0000 0.0000 0.0000
2 814 0.0000 0.0000 0.0000 0.0000 0.0000
0 815 0.0000 0.4386 0.0000 0.0000 0.0000
1 815 0.0000 0.4216 0.0000 0.0000 0.0000
2 815 0.0000 0.0000 0.0000 0.0000 0.0000
0 816 0.0000 0.4482 0.0003 0.0085 0.0006
1 816 0.0000 0.4117 0.0000 0.0000 0.0000
2 816 0.0000 0.0000 0.0000 0.0000 0.0000
0 817 0.0240 0.4802 0.0134 0.0748 0.0133
1 817 0.0000 0.4650 0.0001 0.0077 0.0003
2 817 0.0000 0.0000 0.0000 0.0000 0.0000
0 818 0.0000 0.4530 0.0000 0.0006 0.0000
1 818 0.0000 0.4162 0.0000 0.0000 0.0000
2 818 0.0000 0.0000 0.0000 0.0000 0.0000
