Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1059 0.0000 0.0188 0.0000 0.0000 0.0000
1 1059 0.0000 0.0026 0.0000 0.0000 0.0000
2 1059 0.0060 0.4667 0.0055 0.0397 0.0054
0 1060 0.0000 0.0000 0.0000 0.0000 0.0000
1 1060 0.0000 0.0000 0.0000 0.0000 0.0000
2 1060 0.0000 0.4500 0.0000 0.0000 0.0000
0 1061 0.0000 0.0000 0.0000 0.0000 0.0000
1 1061 0.0000 0.0000 0.0000 0.0000 0.0000
2 1061 0.0000 0.0000 0.0000 0.0000 0.0000
0 1062 0.0000 0.0000 0.0000 0.0000 0.0000
1 1062 0.0000 0.0000 0.0000 0.0000 0.0000
2 1062 0.0000 0.4739 0.0000 0.0001 0.0000
0 1063 0.0000 0.0000 0.0000 0.0000 0.0000
1 1063 0.0000 0.0000 0.0000 0.0000 0.0000
2 1063 0.0000 0.4668 0.0000 0.0005 0.0000
