Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1174 0.0000 0.0000 0.0000 0.0000 0.0000
1 1174 0.0000 0.0000 0.0000 0.0000 0.0000
2 1174 0.0000 0.4162 0.0000 0.0000 0.0000
0 1175 0.0000 0.0000 0.0000 0.0000 0.0000
1 1175 0.0000 0.0000 0.0000 0.0000 0.0000
2 1175 0.0000 0.3755 0.0000 0.0000 0.0000
0 1176 0.0000 0.0000 0.0000 0.0000 0.0000
1 1176 0.0000 0.0000 0.0000 0.0000 0.0000
2 1176 0.0050 0.4585 0.0014 0.0048 0.0018
0 1177 0.0000 0.0000 0.0000 0.0000 0.0000
1 1177 0.0000 0.0000 0.0000 0.0000 0.0000
2 1177 0.5890 0.5047 0.5604 0.5977 0.1121
0 1178 0.0000 0.0000 0.0000 0.0000 0.0000
1 1178 0.0000 0.0000 0.0000 0.0000 0.0000
2 1178 0.0000 0.3242 0.0000 0.0000 0.0000
