Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 889 0.0000 0.3870 0.0000 0.0000 0.0000
1 889 0.0000 0.3746 0.0000 0.0000 0.0000
2 889 0.0000 0.0000 0.0000 0.0000 0.0000
0 890 0.0300 0.4903 0.0090 0.0566 0.0252
1 890 0.0000 0.4701 0.0000 0.0018 0.0000
2 890 0.0000 0.0000 0.0000 0.0000 0.0000
0 891 0.0000 0.2907 0.0000 0.0000 0.0000
1 891 0.0000 0.2944 0.0000 0.0000 0.0000
2 891 0.0000 0.0000 0.0000 0.0000 0.0000
0 892 0.0000 0.4559 0.0000 0.0014 0.0000
1 892 0.0000 0.4503 0.0000 0.0005 0.0000
2 892 0.0000 0.0000 0.0000 0.0000 0.0000
0 893 0.6110 0.5037 0.5292 0.5574 0.1385
1 893 0.6930 0.5077 0.6642 0.6516 0.1087
2 893 0.0000 0.0000 0.0000 0.0000 0.0000
