Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 1084 0.0000 0.0000 0.0000 0.0000 0.0000
1 1084 0.0000 0.0000 0.0000 0.0000 0.0000
2 1084 0.0000 0.4411 0.0000 0.0000 0.0000
0 1085 0.0000 0.0000 0.0000 0.0000 0.0000
1 1085 0.0000 0.0000 0.0000 0.0000 0.0000
2 1085 0.0000 0.0000 0.0000 0.0000 0.0000
0 1086 0.0000 0.0000 0.0000 0.0000 0.0000
1 1086 0.0000 0.0000 0.0000 0.0000 0.0000
2 1086 0.0000 0.4422 0.0000 0.0000 0.0000
0 1087 0.0000 0.0000 0.0000 0.0000 0.0000
1 1087 0.0000 0.0000 0.0000 0.0000 0.0000
2 1087 0.0000 0.4540 0.0000 0.0000 0.0000
0 1088 0.0000 0.0000 0.0000 0.0000 0.0000
1 1088 0.0000 0.0000 0.0000 0.0000 0.0000
2 1088 0.0000 0.4618 0.0000 0.0000 0.0000
