Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 869 0.0460 0.4764 0.0397 0.1162 0.0232
1 869 0.0590 0.4786 0.0468 0.1054 0.0272
2 869 0.0000 0.0000 0.0000 0.0000 0.0000
0 870 0.0000 0.4403 0.0000 0.0001 0.0000
1 870 0.0010 0.4744 0.0007 0.0190 0.0005
2 870 0.0000 0.0000 0.0000 0.0000 0.0000
0 871 0.0000 0.3881 0.0000 0.0000 0.0000
1 871 0.0000 0.4404 0.0000 0.0014 0.0000
2 871 0.0000 0.0000 0.0000 0.0000 0.0000
0 872 0.8050 0.5118 0.7653 0.7501 0.1121
1 872 0.9990 0.5359 0.9969 0.9919 0.0030
2 872 0.0000 0.0000 0.0000 0.0000 0.0000
0 873 0.0000 0.4056 0.0000 0.0000 0.0000
1 873 0.0000 0.3434 0.0000 0.0000 0.0000
2 873 0.0000 0.0000 0.0000 0.0000 0.0000
