Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 799 0.0030 0.4551 0.0010 0.0038 0.0016
1 799 0.0000 0.4301 0.0000 0.0000 0.0001
2 799 0.0000 0.0000 0.0000 0.0000 0.0000
0 800 0.0000 0.3858 0.0000 0.0000 0.0000
1 800 0.0000 0.3519 0.0000 0.0000 0.0000
2 800 0.0000 0.0000 0.0000 0.0000 0.0000
0 801 0.0000 0.3671 0.0000 0.0000 0.0000
1 801 0.0000 0.3424 0.0000 0.0000 0.0000
2 801 0.0000 0.0000 0.0000 0.0000 0.0000
0 802 0.0000 0.3825 0.0000 0.0000 0.0000
1 802 0.0000 0.3905 0.0000 0.0000 0.0000
2 802 0.0000 0.0000 0.0000 0.0000 0.0000
0 803 0.0000 0.4301 0.0000 0.0000 0.0000
1 803 0.0000 0.4449 0.0000 0.0000 0.0000
2 803 0.0000 0.0000 0.0000 0.0000 0.0000
