Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 929 0.0000 0.4718 0.0000 0.0005 0.0000
1 929 0.0000 0.4673 0.0000 0.0000 0.0000
2 929 0.0000 0.0000 0.0000 0.0000 0.0000
0 930 0.0000 0.3322 0.0000 0.0000 0.0000
1 930 0.0000 0.3862 0.0000 0.0000 0.0000
2 930 0.0000 0.4225 0.0000 0.0000 0.0000
0 931 0.0000 0.4556 0.0000 0.0001 0.0000
1 931 0.0000 0.4686 0.0000 0.0017 0.0001
2 931 0.0000 0.0000 0.0000 0.0000 0.0000
0 932 0.0000 0.4246 0.0000 0.0000 0.0000
1 932 0.0000 0.3935 0.0000 0.0000 0.0000
2 932 0.0000 0.3725 0.0000 0.0000 0.0000
0 933 0.0000 0.4673 0.0000 0.0034 0.0000
1 933 0.0000 0.4607 0.0000 0.0001 0.0000
2 933 0.0000 0.0000 0.0000 0.0000 0.0000
