Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 924 0.0000 0.4101 0.0000 0.0000 0.0000
1 924 0.0000 0.4523 0.0000 0.0014 0.0000
2 924 0.0000 0.0000 0.0000 0.0000 0.0000
0 925 0.0000 0.2088 0.0000 0.0000 0.0000
1 925 0.0000 0.2501 0.0000 0.0000 0.0000
2 925 0.0000 0.0000 0.0000 0.0000 0.0000
0 926 0.0000 0.4053 0.0000 0.0000 0.0000
1 926 0.0000 0.4180 0.0000 0.0000 0.0000
2 926 0.0000 0.0000 0.0000 0.0000 0.0000
0 927 0.0000 0.4022 0.0000 0.0000 0.0000
1 927 0.0000 0.4174 0.0000 0.0000 0.0000
2 927 0.0000 0.0000 0.0000 0.0000 0.0000
0 928 0.0000 0.4454 0.0000 0.0000 0.0000
1 928 0.0000 0.4369 0.0000 0.0000 0.0000
2 928 0.0000 0.0000 0.0000 0.0000 0.0000
