Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 884 0.0000 0.4774 0.0001 0.0137 0.0006
1 884 0.0000 0.4592 0.0000 0.0000 0.0000
2 884 0.0000 0.0000 0.0000 0.0000 0.0000
0 885 0.3300 0.4946 0.3026 0.3775 0.0914
1 885 0.7790 0.5144 0.7507 0.7094 0.0679
2 885 0.0000 0.0000 0.0000 0.0000 0.0000
0 886 0.1780 0.4917 0.1462 0.2452 0.0901
1 886 0.0920 0.4876 0.0696 0.1614 0.0470
2 886 0.0000 0.0000 0.0000 0.0000 0.0000
0 887 0.0000 0.3113 0.0000 0.0000 0.0000
1 887 0.0000 0.3723 0.0000 0.0000 0.0000
2 887 0.0000 0.0000 0.0000 0.0000 0.0000
0 888 0.0070 0.4776 0.0020 0.0281 0.0039
1 888 0.7040 0.5063 0.6467 0.6513 0.1352
2 888 0.0000 0.0000 0.0000 0.0000 0.0000
