Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 769 0.0370 0.4741 0.0251 0.0429 0.0189
1 769 0.0850 0.4789 0.0555 0.0774 0.0269
2 769 0.0000 0.0000 0.0000 0.0000 0.0000
0 770 0.0030 0.4696 0.0016 0.0069 0.0041
1 770 0.1600 0.4892 0.1163 0.1531 0.0597
2 770 0.0000 0.0000 0.0000 0.0000 0.0000
0 771 0.0090 0.4720 0.0023 0.0091 0.0053
1 771 0.0120 0.4734 0.0025 0.0090 0.0035
2 771 0.0000 0.0000 0.0000 0.0000 0.0000
0 772 0.0190 0.4729 0.0057 0.0162 0.0086
1 772 0.0480 0.4797 0.0281 0.0483 0.0196
2 772 0.0000 0.0000 0.0000 0.0000 0.0000
0 773 0.0000 0.4477 0.0000 0.0001 0.0000
1 773 0.0970 0.4847 0.0620 0.0911 0.0380
2 773 0.0000 0.0000 0.0000 0.0000 0.0000
