Individual Pos MC-PVal PA-Pval NA-PVal BA-PVal MCBN-PVal
0 864 0.0000 0.4041 0.0000 0.0000 0.0000
1 864 0.0000 0.4327 0.0000 0.0000 0.0000
2 864 0.0000 0.0000 0.0000 0.0000 0.0000
0 865 0.2540 0.4950 0.2056 0.3028 0.1222
1 865 0.9330 0.5148 0.9106 0.8919 0.0670
2 865 0.0000 0.0000 0.0000 0.0000 0.0000
0 866 0.0000 0.0000 0.0000 0.0000 0.0000
1 866 0.0000 0.0000 0.0000 0.0000 0.0000
2 866 0.0000 0.0000 0.0000 0.0000 0.0000
0 867 0.0000 0.4495 0.0000 0.0030 0.0000
1 867 0.5720 0.5033 0.5306 0.5590 0.1434
2 867 0.0000 0.0000 0.0000 0.0000 0.0000
0 868 0.0510 0.4695 0.0332 0.1086 0.0168
1 868 0.0000 0.4034 0.0000 0.0001 0.0000
2 868 0.0000 0.0000 0.0000 0.0000 0.0000
